hip,hd,bf,proper,ra,dec,dist,mag,absmag,spect,x,y,z
106032,205021,8Bet Cep,,21.477662,70.560716,210.084,3.23,-3.382,B2IIIv SB,55.219515,-42.886719,198.108029
32607,50241,Alp Pic,,6.803194,-61.941391,29.6033,3.24,0.883,A7IV,-2.906455,13.618019,-26.124095
99473,191692,65The Aql,,20.188413,-0.821461,87.7963,3.24,-1.477,B9.5III,47.588681,-73.769106,-1.258706
36377,59717,Sig Pup,,7.487179,-43.301432,59.3824,3.25,-0.618,K5III SB,-16.404069,39.982094,-40.72716
68895,123123,49Pi  Hya,,14.106193,-26.682361,30.9598,3.25,0.796,K2III,-23.563202,-14.492156,-13.902421
73714,133216,20Sig Lib,,15.067839,-25.281965,88.4173,3.25,-1.483,M3/M4III,-55.51919,-57.527085,-37.760649
93194,176437,14Gam Lyr,,18.982395,32.689557,190.1141,3.25,-3.145,B9III,40.69872,-154.738921,102.67804
17678,24512,Gam Hyi,,3.787295,-74.238962,65.6168,3.26,-0.825,M2III,9.756821,14.915528,-63.149939
3092,3627,31Del And,,0.655462,30.861024,32.352,3.27,0.72,K3III...,27.363473,4.742224,16.595166
84970,157056,42The Oph,,17.366827,-24.999545,133.6898,3.27,-2.36,B2IV,-19.992891,-119.503681,-56.498782
113136,216627,76Del Aqr,,22.910837,-15.82082,49.2368,3.27,-0.191,A3V,45.459019,-13.325406,-13.423467
24305,33904,5Mu  Lep,,5.215528,-16.205468,57.0125,3.29,-0.49,B9IV: HgMn,11.164848,53.596933,-15.911275
50099,89080,Ome Car,,10.228961,-70.037903,104.8218,3.29,-1.812,B8III,-32.00779,16.00439,-98.524026
75458,137759,12Iot Dra,,15.415494,58.966065,31.027,3.29,0.831,K2III,-10.015969,-12.471787,26.585776
21281,29305,Alp Dor,,4.566598,-55.044975,51.7063,3.3,-0.268,A0V:,10.857822,27.56288,-42.378779
51576,91465,,,10.533743,-61.685332,148.1481,3.3,-2.553,B4Vne,-65.154868,26.316211,-130.423268
29655,42995,7Eta Gem,,6.247961,22.506799,117.9245,3.31,-2.048,M3III,-7.067151,108.713368,45.140745
85267,157246,Gam Ara,,17.423239,-56.377727,341.2969,3.31,-4.356,B1Ib,-28.42707,-186.83103,-284.199972
5165,6595,Bet Phe,,1.101407,-46.718414,100000,3.32,-16.68,G8IIIvar,65728.03719,19495.7741,-72799.31262
14354,19058,25Rho Per,,3.08627,38.840274,94.3396,3.32,-1.553,M3IIIvar,50.772204,53.119196,59.165375
59774,106591,69Del UMa,Megrez,12.257086,57.032617,24.6853,3.32,1.358,A3Vvar,-13.402309,-0.903455,20.710384
84143,155203,Eta Sco,,17.202552,-43.239189,22.5276,3.32,1.556,F3p,-3.401345,-16.05484,-15.432267
88048,163917,64Nu  Oph,,17.983775,-9.773632,46.2107,3.32,-0.004,K0III,-0.193436,-45.539708,-7.844563
93864,177716,40Tau Sgr,,19.11567,-27.670423,37.2856,3.32,0.462,K1/K2III,9.508483,-31.623153,-17.31506
19780,27256,Alp Ret,,4.240404,-62.473858,49.554,3.33,-0.145,G7III,10.180685,20.514413,-43.944776
54879,97633,70The Leo,,11.237335,15.42957,50.6073,3.33,-0.191,A2V,-47.814213,9.675761,13.464276
38170,63700,7Xi  Pup,,7.821571,-24.859786,367.6471,3.34,-4.487,G6Ia,-153.118527,296.362603,-154.558514
8886,11415,45Eps Cas,,1.906584,63.670101,126.2626,3.35,-2.156,B2pvar,49.169644,26.806887,113.163436
25281,35411,28Eta Ori,,5.407949,-2.397146,299.4012,3.35,-4.031,B1V + B2,46.180743,295.55322,-12.522729
32362,48737,31Xi  Gem,,6.754824,12.895591,17.9986,3.35,2.074,F5IV,-3.444569,17.203451,4.0169
41704,71369,1Omi UMa,,8.504431,60.718169,54.9149,3.35,-0.348,G4II-III,-16.37548,21.290022,47.898272
95501,182640,30Del Aql,,19.424972,3.114775,15.5255,3.36,2.405,F0IV,5.650026,-14.436012,0.843584
75264,136504,Eps Lup,,15.378021,-44.689622,156.9859,3.37,-2.609,B2IV-V,-70.733584,-86.328198,-110.402888
43109,74874,11Eps Hya,,8.779587,6.418809,39.6354,3.38,0.39,G0III-IV,-26.198413,29.410867,4.431082
66249,118098,79Zet Vir,,13.57822,-0.59582,22.7118,3.38,1.599,A3V,-20.799365,-9.118725,-0.236175
26207,36861,39Lam Ori,,5.585633,9.934158,336.7003,3.39,-4.246,O...,35.907504,329.702779,58.086365
50371,89388,,,10.28472,-61.332304,201.6129,3.39,-3.133,K3II,-87.13034,41.987831,-176.898605
63090,112300,43Del Vir,,12.926725,3.39747,60.8273,3.39,-0.53,M3III,-58.94191,-14.587593,3.604756
109492,210745,21Zet Cep,,22.180908,58.201261,256.4103,3.39,-3.655,K1Ibv SB,120.077626,-61.940455,217.924077
20894,28319,78The2Tau,,4.477705,15.870883,46.1042,3.4,0.081,A7III,17.209733,40.871602,12.608233
,,,,17.172783,-15.726921,25.7931,3.4,1.342,A3 V,-5.334832,-24.247587,-6.991291
6867,9053,Gam Phe,,1.472759,-43.318234,71.6332,3.41,-0.866,K5II-III,48.291055,19.600485,-49.144111
18724,25204,35Lam Tau,,4.011338,12.490347,148.368,3.41,-2.447,B3V + A,72.055648,125.663969,32.088342
67464,120307,Nu  Cen,,13.825078,-41.687709,133.8688,3.41,-2.223,B2IV,-88.774682,-45.96956,-89.0322
74395,134505,Zet Lup,,15.20476,-52.099247,35.9712,3.41,0.63,G8III,-14.765283,-16.43956,-28.383941
102422,198149,3Eta Cep,,20.754811,61.838782,14.2653,3.41,2.639,K0IV,4.44524,-5.055924,12.575933
112029,214923,42Zet Peg,,22.691033,10.831364,62.6566,3.41,-0.575,B8.5V,57.962157,-20.678728,11.774377
8796,11443,2Alp Tri,,1.884696,29.578829,19.4175,3.42,1.979,F6IV,14.872602,7.99818,9.584806
78384,143118,Eta Lup,,16.002036,-38.396706,135.5014,3.42,-2.24,B2.5IV,-53.049208,-91.997111,-84.160334
86974,161797,86Mu  Her,,17.774319,27.720676,8.3105,3.42,3.822,G5IV,-0.434406,-7.3437,3.865655
102395,197051,Bet Pav,,20.749314,-66.203212,41.425,3.42,0.334,A5IV,11.018527,-12.568841,-37.903223
45080,79351,,,9.182804,-58.966896,136.9863,3.43,-2.253,B2IV,-52.268405,47.490561,-117.37957
50335,89025,36Zet Leo,,10.278171,23.417311,84.0336,3.43,-1.192,F0III,-69.409312,33.594777,33.397009
93805,177756,16Lam Aql,,19.10415,-4.882554,37.9219,3.43,0.536,B9Vn,10.770638,-36.216543,-3.227659
50372,89021,33Lam UMa,,10.284952,42.914365,42.1585,3.45,0.326,A2IV,-27.815454,13.402145,28.706022
3821,4614,24Eta Cas,,0.81826,57.815187,5.9531,3.46,4.586,G0V SB,3.098462,0.674227,5.038376
5364,6805,31Eta Cet,,1.143164,-10.182264,37.9939,3.46,0.561,K2III,35.733354,11.025427,-6.716585
38827,65575,Chi Car,,7.946313,-52.98236,139.47,3.46,-2.262,B3IVp,-40.958494,73.302689,-111.359983
74666,135722,49Del Boo,,15.258376,33.314833,37.3413,3.46,0.599,G8III,-20.5232,-23.506036,20.509246
12706,16970,86Gam Cet,,2.721678,3.235818,24.4081,3.47,1.532,A3V,18.440324,15.931398,1.377729
67472,120324,Mu  Cen,,13.826943,-42.473732,155.0388,3.47,-2.482,B2IV-Ve,-101.522043,-52.633292,-104.690333
49583,87737,30Eta Leo,,10.122209,16.762664,389.1051,3.48,-4.47,A0Ib,-328.449984,175.868859,112.220999
81833,150997,44Eta Her,,16.714933,38.922254,33.3111,3.48,0.867,G8III-IV,-8.555377,-24.463195,20.928253
8102,10700,52Tau Cet,,1.734479,-15.93748,3.6502,3.49,5.678,G8V,3.154083,1.539508,-1.00226
33856,52877,22Sig CMa,,7.028652,-27.93483,343.6426,3.49,-4.191,K4III,-80.775471,292.659236,-160.9853
55219,98262,54Nu  UMa,,11.307983,33.094306,122.399,3.49,-1.949,K3III SB,-100.864256,18.476143,66.832099
73555,133208,42Bet Boo,,15.032436,40.390566,69.0608,3.49,-0.706,G8III,-36.876434,-37.508062,44.750903
90422,169467,Alp Tel,,18.449561,-45.968459,85.1789,3.49,-1.162,B3IV,6.951907,-58.794382,-61.23999
112623,215789,Eps Gru,,22.809239,-51.316864,39.5257,3.49,0.506,A3V,23.513371,-7.577057,-30.854309
32759,50013,13Kap CMa,,6.830683,-32.508478,202.0202,3.5,-3.027,B1.5IVne,-36.758571,166.353338,-108.570651
35550,56986,55Del Gem,,7.335383,21.98232,18.5391,3.5,2.16,F0IV...,-5.888392,16.151258,6.939513
112724,216228,32Iot Cep,,22.82802,66.200408,35.3482,3.5,0.758,K0III,13.598133,-4.30834,32.34218
98337,189319,12Gam Sge,,19.979285,19.492148,79.2393,3.51,-0.985,K5III,36.997433,-64.89161,26.440286
112748,216131,48Mu  Peg,,22.833385,24.601579,32.5309,3.51,0.949,M2III,28.209183,-8.893887,13.542862
17378,23249,23Del Eri,,3.720806,-9.763395,9.0408,3.52,3.739,K0IV,5.006502,7.370189,-1.533131
47508,83808,14Omi Leo,,9.685843,9.892308,39.9521,3.52,0.512,A5V+...,-32.353394,22.412883,6.863686
48774,86440,Phi Vel,,9.947708,-54.56779,487.8049,3.52,-4.921,B5Ib,-242.953038,144.739494,-397.464518
92420,174638,10Bet Lyr,Sheliak,18.834665,33.362667,294.9853,3.52,-3.829,A8:V comp SB,53.40884,-240.514817,162.223134
93085,175775,37Xi 2Sgr,,18.962167,-21.106654,111.9821,3.52,-1.726,G8/K0II/III,26.037848,-101.172397,-40.325267
109427,210418,26The Peg,,22.169996,6.197865,28.2965,3.52,1.261,A2V,24.963846,-12.967714,3.054948
,110380,29Gam Vir,,12.694171,-1.449235,11.8301,3.52,3.155,F0 V,-11.630574,-2.137246,-0.299172
20889,28305,74Eps Tau,,4.476943,19.180431,44.964,3.53,0.266,K0III,16.488448,39.136798,14.772771
40526,69267,17Bet Cnc,,8.275256,9.185545,93.0233,3.53,-1.313,K4III,-51.522087,76.015371,14.84954
56343,100407,Xi  Hya,,11.550038,-31.857625,39.7456,3.54,0.544,G8III,-33.524411,3.96759,-20.978114
77516,141513,32Mu  Ser,,15.827002,-3.430208,52.0021,3.54,-0.04,A0V,-27.963131,-43.733196,-3.11142
86263,159876,55Xi  Ser,,17.626445,-15.398557,32.2789,3.54,0.995,F0IIIp,-3.038557,-30.971085,-8.570974
20042,27376,41Ups4Eri,,4.298237,-33.798348,54.5554,3.55,-0.134,B9V,19.536379,40.910335,-30.347713
27288,38678,14Zet Lep,,5.782595,-14.82195,21.6076,3.55,1.877,A2Vann,1.188275,20.854933,-5.52761
69996,125238,Iot Lup,,14.323396,-46.058093,103.6269,3.55,-1.527,B2.5IV,-59.012186,-41.092372,-74.616044
89937,170153,44Chi Dra,,18.350736,72.732843,8.0574,3.55,4.019,F7Vvar,0.219434,-2.381656,7.694536
99240,190248,Del Pav,,20.145157,-66.182068,6.1084,3.55,4.62,G5IV-Vvar,1.313772,-2.087713,-5.587991
1562,1522,8Iot Cet,,0.323799,-8.823921,84.1751,3.56,-1.066,K2III,82.880324,7.042663,-12.912353
10602,14228,Phi Eri,,2.275154,-51.512165,47.1254,3.56,0.194,B8IV-V,24.277871,16.454316,-36.88702
55282,98430,12Del Crt,,11.322347,-14.778541,56.9476,3.56,-0.217,K0III,-54.199405,9.717642,-14.52639
82545,151985,Mu 2Sco,,16.872263,-38.017536,145.3488,3.56,-2.252,B2IV,-33.31875,-109.554458,-89.520712
37740,62345,77Kap Gem,,7.740793,24.397993,43.3463,3.57,0.385,G8III,-17.374205,35.446541,17.905243
44471,77327,12Kap UMa,,9.060427,47.156525,109.8901,3.57,-1.635,A1Vn,-53.667801,51.996165,80.572997
71053,127665,25Rho Boo,,14.5305,30.371437,49.0918,3.57,0.115,K3III,-33.395248,-26.051319,24.820934
75177,136422,Phi1Lup,,15.36344,-36.261376,84.317,3.57,-1.06,K5III,-43.289327,-52.423754,-49.870803
35350,56537,54Lam Gem,,7.30155,16.540383,30.931,3.58,1.128,A3V...,-9.909037,27.946222,8.805756
100064,192947,6Alp2Cap,,20.300904,-12.544852,32.4465,3.58,1.024,G6/G8III,17.945333,-26.097385,-7.047505
7607,9927,51    And,,1.633205,48.628213,54.3183,3.59,-0.085,K3III,32.669331,14.886999,40.762548
24674,34503,20Tau Ori,,5.293442,-6.844409,151.5152,3.59,-2.312,B5III,27.668638,147.869248,-18.056628
27072,38393,13Gam Lep,,5.741057,-22.448382,8.927,3.59,3.836,F7V,0.558889,8.231515,-3.40875
57757,102870,5Bet Vir,,11.844922,1.764718,10.929,3.59,3.397,F8V,-10.914853,0.443379,0.336562
60260,107446,Eps Cru,,12.356031,-60.401147,70.4722,3.59,-0.65,K3/K4III,-34.656852,-3.239447,-61.275879
6537,8512,45The Cet,,1.40039,-8.183257,34.8918,3.6,0.886,K0III,32.241501,12.380133,-4.96651
33018,50019,34The Gem,,6.879816,33.961254,57.971,3.6,-0.216,A3III,-10.97736,46.812348,32.384569
42536,74195,,,8.671554,-52.921887,151.2859,3.6,-2.299,B3IV,-58.71851,69.796529,-120.698168
46651,82434,Psi Vel,,9.511674,-40.466769,18.8147,3.6,2.228,F2IV,-11.382585,8.679058,-12.210922
76470,139063,39Ups Lib,,15.61707,-28.135079,68.5871,3.6,-0.581,K3III,-35.331726,-49.089777,-32.34227
85727,158094,Del Ara,,17.518318,-60.683848,60.6796,3.6,-0.315,B8V,-3.736759,-29.474564,-52.908519
13209,17573,41    Ari,,2.833063,27.260507,50.7872,3.61,0.081,B8Vn,33.287607,30.498162,23.26243
15900,21120,1Omi Tau,,3.413554,9.02887,89.2061,3.61,-1.142,G8III,55.200207,68.663325,13.999272
49841,88284,41Lam Hya,,10.176467,-12.354083,34.5066,3.61,0.92,K0III,-29.938956,15.487743,-7.382812
63613,112985,Del Mus,,13.037759,-71.548855,27.8707,3.61,1.384,K2III,-8.497455,-2.367379,-26.438289
86929,160635,Eta Pav,,17.762221,-64.723871,107.9914,3.61,-1.557,K1III,-2.868557,-46.020948,-97.652295
7097,9270,99Eta Psc,,1.524725,15.345823,107.1811,3.62,-1.531,G8III,95.233975,40.171366,28.364911
17847,23850,27    Tau,,3.819373,24.053415,117.2333,3.62,-1.725,B8III,57.849417,90.077197,47.782936
37819,63032,,,7.754249,-37.968584,347.2222,3.62,-4.083,K4III,-121.341631,245.368054,-213.621366
82729,152334,Zet2Sco,,16.909731,-42.361313,40.568,3.62,0.579,K4III,-8.440449,-28.763155,-27.33475
113726,217675,1Omi And,,23.032017,42.325979,210.5263,3.62,-2.997,B6pv SB,150.676276,-39.022904,141.757338
57363,102249,Lam Mus,,11.760141,-66.728763,38.9864,3.63,0.675,A7III,-15.372609,0.966692,-35.814787
101769,196524,6Bet Del,,20.625816,14.595087,30.931,3.64,1.188,F5IV,18.994041,-23.134214,7.794139
20205,27371,54Gam Tau,,4.329889,15.627642,49.5295,3.65,0.176,G8III,20.197375,43.211662,13.342572
46733,81937,23    UMa,,9.525453,63.061861,23.8152,3.65,1.766,F0IV,-8.603035,6.510645,21.231076
77233,141003,28Bet Ser,,15.769793,15.421826,47.5511,3.65,0.264,A3V,-25.268927,-38.245168,12.644945
88714,165024,The Ara,,18.11052,-50.091477,249.3766,3.65,-3.334,B2Ib,4.628533,-159.924037,-191.28926
110960,213051,55Zet1Aqr,,22.480531,-0.019972,28.169,3.65,1.401,F3III-IV,25.969719,-10.912416,-0.009819
75695,137909,3Bet CrB,,15.463818,29.105703,34.2818,3.66,0.985,F0p,-18.45833,-23.589253,16.675351
76600,139365,40Tau Lib,,15.64427,-29.777754,112.4859,3.66,-1.595,B2.5V,-56.468031,-79.646617,-55.864673
68756,123299,11Alp Dra,Thuban,14.073165,64.37585,92.9368,3.67,-1.171,A0III SB,-34.416017,-20.758849,83.796391
103227,198700,Bet Ind,,20.913498,-58.454155,187.6173,3.67,-2.696,K0III,67.818551,-70.96183,-159.891518
22549,30836,3Pi 4Ori,,4.853434,5.605104,322.5806,3.68,-3.863,B2III SB,94.925539,306.683598,31.506969
42828,74575,Alp Pyx,,8.726539,-33.186385,269.5418,3.68,-3.473,B1.5III,-147.689477,170.508984,-147.537653
97365,187076,7Del Sge,,19.789795,18.534286,182.1494,3.68,-2.622,M2II + B6,77.993677,-154.087523,57.900217
114341,218594,88    Aqr,,23.157443,-21.17241,82.9876,3.68,-0.915,K1III,75.510914,-16.931759,-29.973162
2920,3360,17Zet Cas,,0.616188,53.896909,181.8182,3.69,-2.608,B2IV,105.743565,17.207892,146.901502
9007,11937,Chi Eri,,1.932564,-51.608896,17.8508,3.69,2.432,G5IV,9.696827,5.372709,-13.991232
23453,32068,8Zet Aur,,5.041301,41.075837,240.9639,3.69,-3.22,K4II comp,45.114162,175.957014,158.327189
47854,84810,,,9.754117,-62.507903,478.4689,3.69,-4.709,G5Iab/Ib,-183.781936,122.513039,-424.437591
57399,102224,63Chi UMa,,11.767515,47.779406,56.3063,3.69,-0.063,K0III,-37.766969,2.301619,41.698309
106985,206088,40Gam Cap,,21.668181,-16.662308,48.1464,3.69,0.277,A7III:mp...,37.793496,-26.44095,-13.804954
15474,20720,16Tau4Eri,,3.325278,-21.757864,93.3707,3.7,-1.151,M3/M4III,55.881991,66.313063,-34.611249
87933,163993,92Xi  Her,,17.962744,29.24788,41.9463,3.7,0.587,K0III,-0.356945,-36.596981,20.49449
114971,219615,6Gam Psc,,23.286094,3.282289,42.3012,3.7,0.568,G7III,41.496215,-7.847237,2.421966
22797,31237,8Pi 5Ori,,4.904193,2.440672,411.5226,3.71,-4.362,B2III SB,116.339905,394.346209,17.52465
28103,40136,16Eta Lep,,5.940082,-14.1677,14.8787,3.71,2.847,F1V,0.226289,14.424355,-3.64172
38414,64440,,,7.870288,-40.575786,108.1081,3.71,-1.459,G5III...,-38.618552,72.465137,-70.319408
77622,141795,37Eps Ser,,15.846935,4.47773,21.5983,3.71,2.038,A2m,-11.504554,-18.201236,1.686207
88771,165777,72    Oph,,18.122496,9.563847,26.6312,3.71,1.583,A4IVs,0.842022,-26.247342,4.424647
98036,188512,60Bet Aql,Alshain,19.921887,6.406763,13.6986,3.71,3.027,G8IVvar,6.563854,-11.925647,1.528534
16537,22049,18Eps Eri,,3.548848,-9.458262,3.2161,3.72,6.183,K2V,1.89897,2.541426,-0.528523
17499,23302,17    Tau,,3.747927,24.113339,124.0695,3.72,-1.748,B6III,62.965631,94.124106,50.687766
28358,40035,33Del Aur,,5.992111,54.284656,38.6399,3.72,0.785,K0III,0.046526,22.55637,31.372845
104060,200905,62Xi  Cyg,,21.082184,43.927852,258.3979,3.72,-3.341,K5Ibv SB,134.394395,-128.732159,179.263939
16083,21364,2Xi  Tau,,3.45282,9.73268,64.1026,3.73,-0.304,B9Vn,39.077692,49.645163,10.836642
72220,130109,109    Vir,,14.770812,1.892885,41.2371,3.73,0.654,A0V,-30.838211,-27.343068,1.362104
87585,163588,32Xi  Dra,,17.892134,56.872643,34.5066,3.73,1.04,K2III,-0.532395,-18.850278,28.897629
107089,205478,Nu  Oct,,21.691253,-77.390046,21.1999,3.73,2.098,K0III,3.808297,-2.630174,-20.688835
112961,216386,73Lam Aqr,,22.87691,-7.579599,118.0638,3.73,-1.631,M2IIIvar,112.009754,-33.916636,-15.573012
8645,11353,55Zet Cet,,1.857676,-10.335038,72.0461,3.74,-0.548,K2III,62.65906,33.12747,-12.925362
80170,147547,20Gam Her,,16.365338,19.15313,59.0667,3.74,-0.117,A9III,-23.156213,-50.764845,19.379328
104887,202444,65Tau Cyg,,21.246517,38.045317,20.3417,3.74,2.198,F1IV,12.034413,-10.573279,12.536148
44511,78004,,,9.069248,-47.097737,91.8274,3.75,-1.065,K2III,-44.9964,43.39387,-67.265198
87108,161868,62Gam Oph,,17.798211,2.707276,31.5159,3.75,1.257,A0V,-1.662293,-31.436744,1.488597
26069,37350,Bet Dor,,5.560421,-62.489825,308.642,3.76,-3.687,F6Ia,16.370231,141.620663,-273.743541
27654,39364,15Del Lep,,5.855357,-20.879089,34.8675,3.76,1.048,G8III/IV,1.233354,32.555386,-12.426988
30867,45725,11Bet Mon,,6.480297,-7.033062,207.4689,3.76,-2.825,B3Ve,-25.823011,204.282357,-25.402943
93683,177241,39Omi Sgr,,19.07805,-21.741496,43.554,3.76,0.565,K0III,11.267032,-38.85539,-16.133344
95853,184006,10Iot2Cyg,,19.495098,51.729779,37.2024,3.76,0.907,A5Vn,8.790467,-21.299308,29.207404
111169,213558,7Alp Lac,,22.521515,50.282491,31.4564,3.76,1.271,A1V,18.613691,-7.587422,24.196371
13268,17506,15Eta Per,,2.844945,55.895496,269.5418,3.77,-3.383,K3Ib comp SB,111.116108,102.442422,223.184985
17529,23230,41Nu  Per,,3.753232,42.578549,170.6485,3.77,-2.391,F5IIvar,69.722894,104.539005,115.460753
20455,27697,61Del1Tau,,4.382247,17.542514,47.7099,3.77,0.377,G8III,18.695965,41.472036,14.380508
26549,37468,48Sig Ori,,5.645769,-2.600069,328.9474,3.77,-3.816,O9.5V...,30.430713,327.196967,-14.922443
41312,71878,Bet Vol,,8.428951,-66.13689,32.9707,3.77,1.179,K2IIIvar,-7.921708,10.731349,-30.152411
42570,74180,,,8.677103,-46.648744,100000,3.77,-16.23,F3Ia,-44268.89511,52465.83259,-72715.89497
82363,151249,Eta Ara,,16.82976,-59.041378,91.7431,3.77,-1.043,K5III,-14.233672,-44.996851,-78.673358
101958,196867,9Alp Del,,20.660635,15.912072,77.821,3.77,-0.685,B9V,48.015095,-57.406003,21.335542
105881,204075,34Zet Cap,,21.444452,-22.411332,118.2033,3.77,-1.593,G4Ibp...,85.717547,-67.776385,-45.065401
109176,210027,24Iot Peg,,22.116847,25.345112,11.7261,3.77,3.424,F5V,9.335368,-5.015491,5.019565
34481,55865,Gam2Vol,,7.145788,-70.498932,42.8633,3.78,0.62,G8IIIvar,-4.22812,13.669876,-40.404484
36046,58207,60Iot Gem,,7.428779,27.79808,36.9004,3.78,0.945,G9III+...,-11.927106,30.38497,17.208794
48319,84999,29Ups UMa,,9.849867,59.038735,35.6379,3.78,1.02,F0IV,-15.505407,9.784196,30.560252
53253,94510,,,10.891559,-58.853171,29.129,3.78,1.458,K0III-IV...,-14.436596,4.310989,-24.92996
71795,129246,30Zet Boo,,14.68582,13.7283,53.8793,3.78,0.123,A3IVn,-39.925583,-33.844144,12.786515
102618,198001,2Eps Aqr,,20.794598,-9.495776,63.6943,3.78,-0.241,A1V,41.969653,-46.744809,-10.507937
14668,19476,27Kap Per,,3.158258,44.857544,34.5662,3.79,1.097,K0III,16.593574,18.028979,24.381331
53229,94264,46    LMi,,10.888526,34.214871,29.0867,3.79,1.472,K0III-IV,-23.041794,6.900625,16.355475
14879,20010,Alp For,,3.201249,-28.987618,14.2369,3.8,3.033,F8V,8.329775,9.25728,-6.899408
37229,61555,,,7.647186,-26.803836,106.2699,3.8,-1.332,B5IV,-39.647242,86.168417,-47.921159
76276,138917,13Del Ser,,15.580041,10.538867,69.9301,3.8,-0.423,F0IV,-40.700384,-55.408101,12.790326
94779,181276,1Kap Cyg,,19.28504,53.368459,38.0662,3.8,0.897,K0III,7.497777,-21.43943,30.547504
99675,192577,31    Cyg,,20.227196,46.741329,271.0027,3.8,-3.365,K2II+...,102.254717,-155.030652,197.362343
21393,29291,52Ups2Eri,,4.592512,-30.562341,65.5738,3.81,-0.274,G8III,20.338212,52.67393,-33.342657
51232,90853,,,10.464649,-58.739403,411.5226,3.81,-4.262,F2II,-196.531535,83.545339,-351.776134
76952,140436,8Gam CrB,,15.712381,26.295637,44.7828,3.81,0.554,A1Vs,-22.633064,-33.161033,19.838868
116584,222107,16Lam And,,23.626056,46.458152,26.4061,3.81,1.701,G8III-IV,18.103691,-1.77795,19.141071
9487,12446,113Alp Psc,,2.034117,2.763759,46.1681,3.82,0.498,A2,39.728779,23.413015,2.226137
45688,80081,38    Lyn,,9.314069,36.802597,38.2702,3.82,0.906,A1V,-23.374361,19.815176,22.926164
56211,100029,1Lam Dra,,11.523407,69.331076,102.145,3.82,-1.226,M0IIIvar,-35.773586,4.486959,95.570558
80883,148857,10Lam Oph,,16.515229,1.983923,53.0786,3.82,0.195,A2V,-20.104527,-49.089266,1.837527
86414,160762,85Iot Her,,17.657747,46.006332,139.47,3.82,-1.902,B3V SB,-8.66837,-96.48418,100.3369
51069,90432,42Mu  Hya,,10.434842,-16.83629,71.7875,3.83,-0.45,K4III,-63.022703,27.373482,-20.792498
68245,121743,Phi Cen,,13.971186,-42.100753,161.0306,3.83,-2.205,B2IV,-103.91994,-58.957456,-107.960807
72370,129078,Alp Aps,,14.797701,-79.044751,136.9863,3.83,-1.853,K5III,-19.356924,-17.40793,-134.489842
17440,23817,Bet Ret,,3.736593,-64.806903,29.8597,3.84,1.465,K0IV SB,7.098485,10.543736,-27.019807
17448,23180,38Omi Per,,3.738648,32.288248,343.6426,3.84,-3.841,B1III,162.113525,241.065988,183.56674
20885,28307,77The1Tau,,4.476248,15.962181,47.3261,3.84,0.464,G7III,17.673807,41.929015,13.014908
43783,76728,,,8.917457,-60.644609,98.0392,3.84,-1.117,B8III,-33.242229,34.710992,-85.450746
51624,91316,47Rho Leo,,10.546853,9.306586,100000,3.84,-16.16,B1Ib SB,-91628.21995,36643.48097,16171.72491
51986,92139,,,10.621717,-48.22562,26.8384,3.84,1.696,A3m+...,-16.728402,6.3126,-20.015507
61199,109026,Gam Mus,,12.541134,-72.132988,99.6016,3.84,-1.151,B5V,-30.252522,-4.314584,-94.79796
88794,166014,103Omi Her,,18.125708,28.762488,103.6269,3.84,-1.237,B9.5V,2.989087,-90.792184,49.863048
89341,166937,13Mu  Sgr,,18.229392,-21.058834,100000,3.84,-16.16,B2III:,5600.996443,-93152.9614,-35932.6399
97433,188119,63Eps Dra,,19.80285,70.26793,45.3721,3.84,0.556,G8III,6.964788,-13.643765,42.707954
19747,26967,Alp Hor,,4.233363,-42.294368,35.2609,3.85,1.114,K1III,11.637776,23.342255,-23.728596
27321,39060,Bet Pic,,5.788079,-51.066514,19.4401,3.85,2.407,A3V,0.677437,12.19782,-15.122127
30277,44762,Del Col,,6.368564,-33.4364,71.736,3.85,-0.429,G7II,-5.767253,59.585068,-39.52731
50191,88955,,,10.245607,-42.121942,31.0752,3.85,1.388,A2V,-20.660362,10.218175,-20.842511
61281,109387,5Kap Dra,,12.558058,69.788238,150.3759,3.85,-2.036,B6IIIp,-51.400013,-7.563147,141.115978
61622,109787,Tau Cen,,12.628394,-48.541304,40.2414,3.85,0.827,A2V,-26.283342,-4.363283,-30.158275
78072,142860,41Gam Ser,,15.940882,15.661617,11.2537,3.85,3.594,F6V,-5.56255,-9.299226,3.038014
90139,169414,109    Her,,18.394967,21.769752,36.4697,3.85,1.04,K2III,3.495833,-33.687362,13.525603
91117,171443,Alp Sct,,18.586785,-8.244073,61.0501,3.85,-0.078,K2III,9.245186,-59.708018,-8.754035
4436,5448,37Mu  And,,0.945885,38.499345,39.7772,3.86,0.862,A5V,30.180673,7.630372,24.761577
